Ticker,Broker_Score_ct,Broker_Score_wtg,Benchmark,1_Yr_Return,3_Yr_Return,5_Yr_Return,7_Yr_Return,1_Yr_Return_BM,3_Yr_Return_BM,5_Yr_Return_BM,7_Yr_Return_BM,AUM,AUM_2016,Num_of_Holdings,Turnover_2005,Turnover_2004,Turnover_2003,3_yr_Turnover_Avg,Net_Expense_Ratio,Avg_Mkt_Cap_M,P_E,P_B,P_S,P_C,Debt_to_Capital,Net_Margin,ROA,ROE
FSTCX,334,1746,S&P500,23.72,-10.38,4.96,5.42,14.53,-8.13,2.26,4.08,347957881.00,677395570.00,,56.00,,163.00,109.50,1.29,,,,,,,,,
FSTEX,328,943,S&P500,12.54,-2.52,9.06,4.91,14.53,-8.13,2.26,4.08,1244364520.00,751560964.00,35.00,45.00,123.00,144.00,104.00,1.34,14531.64,17.46,3.34,1.64,10.34,21.85,11.97,7.76,16.73
FSTUX,297,921,S&P500,24.70,0.88,4.32,5.79,14.53,-8.13,2.26,4.08,293839942.00,2509785966.00,31.00,33.00,,64.00,48.50,1.30,16050.13,16.39,2.27,1.35,7.16,42.98,10.35,3.85,19.32
FSUTX,295,1672,S&P500,26.43,-0.82,4.27,5.87,14.53,-8.13,2.26,4.08,275671171.00,692143861.00,,51.00,76.00,139.00,88.67,1.30,,,,,,,,,
FSVLX,193,837,S&P500,11.66,-33.09,-20.45,-11.64,14.53,-8.13,2.26,4.08,305739982.00,97150720.00,,37.00,38.00,78.00,51.00,1.19,,,,,,,,,
FTQGX,587,988,S&P500,5.87,-5.73,5.22,6.07,14.53,-8.13,2.26,4.08,135004401.00,1547637296.00,,158.00,201.00,,179.50,1.10,,,,,,,,,
FUGIX,323,1600,S&P500,28.48,0.92,5.47,6.73,14.53,-8.13,2.26,4.08,112264402.00,297846698.00,,44.00,38.00,81.00,54.33,1.02,,,,,,,,,
FUNDX,0,0,S&P500,22.26,-6.06,2.63,2.95,14.53,-8.13,2.26,4.08,393366621.00,222849347.00,38.00,129.00,139.00,,134.00,1.27,10837.35,16.96,2.83,1.32,10.08,19.36,11.79,7.82,17.21
FUSEX,7673,1901,S&P500,14.47,-8.19,2.22,4.02,14.53,-8.13,2.26,4.08,23180453653.00,118073051223.00,,5.00,5.00,6.00,5.33,1.31,,,,,,,,,
FVALX,545,1427,S&P500,4.28,-0.13,4.19,2.32,14.53,-8.13,2.26,4.08,342000.00,50265335.00,35.00,243.00,0.00,103.00,115.33,0.19,40658.42,15.50,2.55,1.04,9.52,40.25,11.24,8.43,16.75
FWRLX,229,876,S&P500,8.02,-11.00,4.95,5.62,14.53,-8.13,2.26,4.08,474743258.00,252800863.00,,96.00,79.00,110.00,95.00,0.97,,,,,,,,,
GABAX,2298,747,S&P500,21.25,-4.58,6.70,6.92,14.53,-8.13,2.26,4.08,2258236003.00,2641628573.00,446.00,6.00,7.00,8.00,7.00,1.43,8595.60,18.77,2.45,1.12,10.41,35.98,7.41,6.30,15.25
GABBX,946,1735,S&P500,16.31,-7.69,2.82,3.52,14.53,-8.13,2.26,4.08,36791061.00,29319010.00,60.00,7.00,26.00,94.00,42.33,1.38,41332.58,16.29,2.38,1.55,10.15,34.13,10.68,8.80,15.12
GABCX,275,469,S&P500,12.00,5.49,5.32,4.81,14.53,-8.13,2.26,4.08,176989187.00,1437202043.00,132.00,26.00,141.00,252.00,139.67,1.87,4762.79,,3.85,2.21,13.56,23.38,2.20,1.65,10.17
GABEX,2386,1074,S&P500,18.56,-5.07,5.08,5.69,14.53,-8.13,2.26,4.08,659046561.00,1627456922.00,337.00,141.00,12.00,27.00,60.00,0.61,19245.86,17.34,2.89,1.29,10.02,32.50,9.43,7.85,18.89
GABGX,1627,1644,S&P500,5.82,-11.79,1.71,2.77,14.53,-8.13,2.26,4.08,1142551662.00,551813962.00,123.00,39.00,31.00,30.00,33.33,1.49,37090.42,21.52,4.07,2.15,15.06,24.05,15.78,11.88,22.65
GABVX,686,623,S&P500,21.06,-10.17,5.24,6.10,14.53,-8.13,2.26,4.08,1079305261.00,467750431.00,139.00,31.00,12.00,16.00,19.67,1.53,7133.43,18.99,2.10,1.04,10.09,39.17,3.32,3.92,9.49
GATEX,3308,1517,S&P500,9.30,0.74,2.66,2.97,14.53,-8.13,2.26,4.08,2707643162.00,7919008243.00,319.00,12.00,,13.00,12.50,1.39,38510.10,16.58,2.72,1.34,9.97,33.00,13.85,10.29,19.98
GBTFX,444,563,S&P500,10.14,-5.13,2.27,3.26,14.53,-8.13,2.26,4.08,20482349.00,16986862.00,86.00,262.00,96.00,119.00,159.00,1.75,6392.94,23.95,3.65,1.63,13.81,31.14,11.85,9.09,16.17
GCBLX,73,271,S&P500,6.90,-6.20,1.76,3.05,14.53,-8.13,2.26,4.08,52909142.00,216463330.00,75.00,86.00,81.00,75.00,80.67,1.75,25881.15,19.81,3.31,2.14,14.20,15.79,16.03,13.37,19.72
GEQYX,7521,1894,S&P500,13.99,-8.57,1.90,3.93,14.53,-8.13,2.26,4.08,464369577.00,818970367.00,492.00,6.00,2.00,3.00,3.67,2.37,46636.08,17.30,2.80,1.49,10.67,28.94,13.76,10.60,19.68
GESSX,2208,1740,S&P500,15.79,-6.32,3.68,4.58,14.53,-8.13,2.26,4.08,4073486133.00,5220690105.00,146.00,2.00,28.00,32.00,20.67,0.25,46621.24,18.42,2.90,1.97,12.11,26.32,12.64,10.46,19.28
GLRBX,520,792,S&P500,8.16,3.66,6.31,6.35,14.53,-8.13,2.26,4.08,206001432.00,3645623387.00,,28.00,29.00,61.00,39.33,0.13,,,,,,,,,
GMUEX,2602,1842,S&P500,9.34,-7.74,0.56,3.25,14.53,-8.13,2.26,4.08,3190631704.00,1735394412.00,192.00,,57.00,54.00,55.50,0.48,39139.38,16.13,2.89,1.03,9.12,26.57,12.03,10.37,20.94
GOLDX,38,284,S&P500,43.00,9.14,21.61,11.36,14.53,-8.13,2.26,4.08,345910544.00,312197264.00,57.00,4.00,11.00,53.00,22.67,0.48,3526.91,33.61,4.17,6.48,18.56,10.83,12.97,3.47,10.72
GQEFX,957,2024,S&P500,11.72,-3.09,2.76,5.27,14.53,-8.13,2.26,4.08,2767925679.00,8549590890.00,,11.00,,,11.00,1.54,,,,,,,,,
GRISX,7655,1845,S&P500,14.09,-8.59,1.81,3.62,14.53,-8.13,2.26,4.08,2856929731.00,2649106525.00,505.00,5.00,1.71,,3.36,0.48,47093.86,17.25,2.81,1.49,10.75,29.41,13.35,10.43,19.67
GRZZX,0,0,S&P500,-11.74,16.87,-7.95,-9.13,14.53,-8.13,2.26,4.08,57663933.00,180556873.00,,0.00,0.00,0.00,0.00,0.48,,,,,,,,,
GSESX,1597,1671,S&P500,13.13,-10.84,-0.86,1.78,14.53,-8.13,2.26,4.08,838189240.00,592416606.00,112.00,142.00,112.00,74.00,109.33,2.12,39228.42,17.59,2.44,1.23,9.65,27.14,13.58,9.68,18.79
GSPKX,2229,1675,S&P500,13.10,-6.73,2.81,4.25,14.53,-8.13,2.26,4.08,43801395.00,3124191059.00,,21.00,,,21.00,1.23,,,,,,,,,
GSRAX,0,0,S&P500,14.85,-2.16,6.95,6.70,14.53,-8.13,2.26,4.08,1101906.00,2258461421.00,40.00,47.00,,,47.00,1.65,21694.20,17.96,2.81,1.05,12.15,35.53,14.01,10.21,18.75
GTAGX,592,703,S&P500,11.24,-3.54,5.46,4.40,14.53,-8.13,2.26,4.08,3346060817.00,1260304372.00,82.00,61.00,56.00,38.00,51.67,1.27,6105.01,19.50,2.93,1.42,12.66,28.60,11.03,8.41,17.05
GTSAX,9,7,S&P500,12.55,-7.93,5.56,6.27,14.53,-8.13,2.26,4.08,1416580029.00,2524700914.00,129.00,56.00,,22.00,39.00,1.30,1424.69,23.30,3.42,1.93,15.34,29.48,10.22,8.36,15.83
GVEQX,2085,1718,S&P500,8.78,-9.01,2.23,3.62,14.53,-8.13,2.26,4.08,138359203.00,64655279.00,139.00,13.00,15.00,12.00,13.33,1.40,38358.39,17.60,3.07,1.51,11.58,28.03,12.95,11.53,21.39
HADAX,1322,1574,S&P500,10.73,-6.45,3.47,,14.53,-8.13,2.26,4.08,9529799009.00,2332508936.00,713.00,89.00,36.00,47.00,57.33,0.65,53766.71,17.40,2.81,1.55,11.67,25.59,11.98,8.33,17.86
HAVGX,563,1889,S&P500,9.00,-6.83,1.01,2.13,14.53,-8.13,2.26,4.08,23632000.00,181152820.00,31.00,36.00,,,36.00,0.67,87303.00,18.23,3.78,1.77,12.89,22.90,14.19,13.24,25.17
HCMAX,318,1527,S&P500,11.68,-15.50,-0.77,-0.08,14.53,-8.13,2.26,4.08,84858931.00,35625566.00,21.00,40.00,37.80,41.00,39.60,1.00,26171.93,18.68,2.81,1.32,9.58,30.38,7.99,6.66,15.69
HCOAX,1712,1672,S&P500,16.70,-4.58,3.77,4.29,14.53,-8.13,2.26,4.08,48623445.00,821101627.00,112.00,35.00,32.00,29.00,32.00,1.75,46830.42,17.39,2.79,1.69,11.03,30.87,12.74,10.27,19.57
HDCTX,714,713,S&P500,15.14,-8.24,1.81,3.63,14.53,-8.13,2.26,4.08,103183776.00,55519159.00,107.00,131.00,101.00,88.00,106.67,1.20,12474.12,14.34,1.96,1.48,,,18.21,9.97,14.75
HDGYX,1396,1502,S&P500,18.97,-3.61,4.56,5.30,14.53,-8.13,2.26,4.08,2933728981.00,8055109020.00,97.00,101.00,25.00,,63.00,0.73,51519.08,16.03,2.59,1.40,9.91,32.64,11.71,8.56,18.69
HDPMX,598,697,S&P500,16.48,-13.20,1.27,0.98,14.53,-8.13,2.26,4.08,264454227.00,324174645.00,114.00,46.00,93.00,104.00,81.00,0.74,6013.08,17.84,2.71,0.92,10.90,32.52,10.60,7.87,16.01
HEIIX,0,0,S&P500,15.10,0.30,5.88,7.01,14.53,-8.13,2.26,4.08,61288692.00,290326268.00,,27.00,43.00,33.00,34.33,1.75,,,,,,,,,
HEQFX,710,1332,S&P500,10.93,-5.59,3.26,3.30,14.53,-8.13,2.26,4.08,142032530.00,42746741.00,45.00,31.00,39.00,22.00,30.67,1.30,39060.93,17.21,3.27,1.58,12.78,26.63,12.94,11.58,22.37
HFGAX,399,749,S&P500,11.88,-7.47,9.78,7.62,14.53,-8.13,2.26,4.08,14144154.00,218461551.00,58.00,164.00,234.00,238.00,212.00,1.27,11896.11,27.97,4.54,3.66,18.38,4.50,16.30,10.79,19.11
HFXAX,0,0,S&P500,N/A,N/A,N/A,,14.53,-8.13,2.26,4.08,,2775183819.00,,,,,,2.00,,,,,,,,,
HGIYX,1221,1814,S&P500,11.25,-8.45,1.84,3.84,14.53,-8.13,2.26,4.08,372983316.00,2895520639.00,78.00,61.00,62.00,,61.50,0.90,41950.24,15.33,2.65,1.22,10.45,29.56,13.84,10.50,20.23
HIADX,1400,1526,S&P500,19.20,-3.89,4.47,,14.53,-8.13,2.26,4.08,6489561806.00,3479194308.00,97.00,26.00,27.00,43.00,32.00,0.88,51474.56,16.03,2.59,1.40,9.91,32.65,11.71,8.56,18.69
HIAGX,1184,1687,S&P500,11.28,-8.39,1.77,,14.53,-8.13,2.26,4.08,1358581092.00,677897698.00,77.00,27.00,62.00,92.00,60.33,0.74,42116.03,15.37,2.65,1.23,10.49,29.47,13.88,10.57,20.24
HLEIX,7615,1918,S&P500,14.30,-8.28,2.11,3.91,14.53,-8.13,2.26,4.08,1660310253.00,1712318637.00,501.00,62.00,5.00,7.00,24.67,0.75,46920.13,17.29,2.81,1.50,10.77,29.38,13.32,10.41,19.61
HOLBX,399,1958,S&P500,10.24,-2.15,3.32,4.39,14.53,-8.13,2.26,4.08,50022000.00,32165043.00,24.00,8.00,8.89,7.00,7.96,0.35,124229.61,17.89,3.45,1.93,11.04,24.01,15.35,13.30,23.56
HOTFX,0,0,S&P500,22.63,-5.41,2.97,3.30,14.53,-8.13,2.26,4.08,98931600.00,43456255.00,38.00,116.00,187.00,,151.50,1.50,10528.92,16.93,2.91,1.36,9.72,15.40,12.27,8.30,17.98
HPEYX,646,1751,S&P500,7.32,-9.93,2.30,4.41,14.53,-8.13,2.26,4.08,607021028.00,151160352.00,36.00,34.00,21.00,26.00,27.00,1.50,39762.88,23.20,3.49,3.06,15.35,16.92,16.73,12.84,20.33
HRCVX,585,1126,S&P500,19.10,-2.85,6.01,6.39,14.53,-8.13,2.26,4.08,108774836.00,610399533.00,50.00,73.00,80.00,82.00,78.33,0.75,36882.25,15.60,2.52,1.50,10.47,26.54,14.22,10.14,17.49
HSGFX,1401,1044,S&P500,3.93,-0.39,-0.07,-1.71,14.53,-8.13,2.26,4.08,2305453656.00,399996562.00,201.00,81.00,66.00,123.00,90.00,1.35,15488.65,17.08,2.94,1.23,10.63,27.87,11.07,9.69,20.21
HSTIX,0,0,S&P500,13.81,-8.70,1.67,3.42,14.53,-8.13,2.26,4.08,46988787.00,130768233.00,,,,199.00,199.00,1.34,,,,,,,,,
HTAAX,947,1203,S&P500,14.20,-3.60,3.41,3.45,14.53,-8.13,2.26,4.08,240373135.00,75494264.00,,119.00,135.00,134.00,129.33,0.80,,,,,,,,,
HWAIX,176,748,S&P500,11.04,-16.43,5.08,6.37,14.53,-8.13,2.26,4.08,255837372.00,522202334.00,23.00,39.00,30.00,,34.50,0.81,3031.41,16.60,1.46,0.78,,,2.09,2.81,5.62
HWCIX,818,1362,S&P500,14.59,-17.29,-1.74,0.47,14.53,-8.13,2.26,4.08,924691615.00,112601817.00,63.00,13.00,,,13.00,1.15,22567.10,16.58,1.96,1.00,8.88,38.73,9.54,7.46,13.01
HWLIX,625,1356,S&P500,13.34,-17.89,-2.55,-0.04,14.53,-8.13,2.26,4.08,5327109800.00,437300009.00,54.00,14.00,5.00,35.00,18.00,0.99,17628.36,16.73,1.85,0.90,8.89,40.40,8.98,6.46,11.93
IBALX,387,1128,S&P500,8.12,-6.11,5.32,5.95,14.53,-8.13,2.26,4.08,246268510.00,1031227949.00,105.00,27.00,107.00,96.00,76.67,1.03,25116.35,21.83,4.18,1.87,15.07,25.85,14.75,10.47,21.93
IBNAX,1007,1458,S&P500,10.10,0.28,6.05,6.31,14.53,-8.13,2.26,4.08,97951163.00,2241428509.00,116.00,37.00,,110.00,73.50,1.70,33948.49,20.19,3.85,1.97,14.29,32.20,14.87,12.46,23.43
ICMBX,236,958,S&P500,14.15,0.27,8.78,8.13,14.53,-8.13,2.26,4.08,27600415.00,417605625.00,42.00,25.00,,,25.00,1.52,5033.54,17.86,2.14,1.04,10.57,27.52,6.80,6.18,13.20
IGIAX,200,954,S&P500,14.65,-2.90,3.91,4.96,14.53,-8.13,2.26,4.08,52147634.00,33631543.00,23.00,10.00,77.87,,43.94,1.60,6051.17,18.06,2.34,0.81,7.79,32.12,11.29,10.13,18.30
IHAYX,1364,1571,S&P500,10.71,-6.62,3.49,4.37,14.53,-8.13,2.26,4.08,1909964957.00,877116574.00,343.00,66.00,42.00,,54.00,1.40,53109.12,17.36,2.81,1.54,11.66,25.53,11.96,8.28,17.84
IICAX,531,1836,S&P500,11.74,-6.03,1.96,3.91,14.53,-8.13,2.26,4.08,83905162.00,44264469.00,29.00,23.00,14.00,17.00,18.00,0.74,69225.47,18.30,3.94,1.77,12.82,26.21,13.16,12.81,26.97
IIVGX,1284,1698,S&P500,13.36,-8.23,2.62,,14.53,-8.13,2.26,4.08,2432882.00,3507625045.00,88.00,14.00,139.00,246.00,133.00,1.20,42610.58,18.96,3.06,1.81,13.53,28.51,13.27,10.13,18.47
ILAAX,0,0,S&P500,11.91,-1.53,4.85,5.70,14.53,-8.13,2.26,4.08,2419500.00,577848275.00,9.00,139.00,,,139.00,,22902.93,19.62,2.75,1.86,10.61,24.40,16.54,9.10,16.62
IMSAX,0,0,S&P500,11.43,-9.32,0.34,1.81,14.53,-8.13,2.26,4.08,24722000.00,9789278.00,23.00,91.00,146.64,226.00,154.55,1.96,9595.93,19.61,2.58,1.19,11.33,27.93,11.52,8.29,15.26
IMSCX,370,845,S&P500,12.48,-8.53,1.43,0.78,14.53,-8.13,2.26,4.08,113254000.00,41176239.00,54.00,33.00,46.69,45.00,41.56,1.96,4299.06,18.16,2.37,1.07,10.68,34.81,10.48,8.40,12.46
INGIX,7675,1813,S&P500,14.25,-8.33,2.03,,14.53,-8.13,2.26,4.08,387935791.00,4694626171.00,501.00,6.00,,33.00,19.50,1.59,46980.89,17.29,2.81,1.50,10.77,29.36,13.33,10.42,19.61
IPLIX,6447,1911,S&P500,13.18,-8.75,1.13,,14.53,-8.13,2.26,4.08,556225336.00,814941988.00,412.00,89.00,70.00,139.00,99.33,0.45,51142.79,16.93,2.90,1.46,10.21,27.27,13.43,10.98,21.02
IPOSX,20,72,S&P500,13.91,-6.49,1.23,-1.51,14.53,-8.13,2.26,4.08,19166152.00,6311425.00,41.00,70.00,159.73,212.00,147.24,0.44,1839.14,,4.62,0.89,16.98,37.15,9.13,4.88,22.05
IPPIX,2128,1634,S&P500,16.21,-6.54,3.19,,14.53,-8.13,2.26,4.08,110798324.00,372997945.00,137.00,39.00,,,39.00,2.50,32804.19,16.40,2.98,1.41,9.43,26.20,13.83,10.98,20.89
IRPSX,1880,1577,S&P500,17.50,-7.39,2.50,,14.53,-8.13,2.26,4.08,1172260775.00,1036498079.00,129.00,18.00,16.00,23.00,19.00,0.90,32844.10,16.76,2.47,1.38,9.64,35.27,9.41,7.80,16.80
ITCSX,1237,1111,S&P500,14.45,-4.21,5.78,,14.53,-8.13,2.26,4.08,2534207902.00,6217961709.00,132.00,16.00,21.00,16.00,17.67,0.91,25223.31,18.16,2.39,1.15,10.03,33.18,8.99,7.24,14.60
ITGIX,1498,1532,S&P500,12.33,-10.09,3.71,,14.53,-8.13,2.26,4.08,1146614587.00,1670547046.00,112.00,21.00,39.00,49.00,36.33,0.90,43844.82,20.56,3.61,2.11,14.32,21.26,13.39,11.30,20.63
JABLX,791,1273,S&P500,11.24,1.41,7.21,,14.53,-8.13,2.26,4.08,2241744770.00,2731963799.00,161.00,39.00,64.00,94.00,65.67,0.75,47808.16,19.01,3.06,1.88,13.39,20.48,12.67,9.56,18.63
JACNX,200,411,S&P500,26.92,-6.44,4.35,3.73,14.53,-8.13,2.26,4.08,3161475910.00,2870345497.00,63.00,64.00,30.00,,47.00,0.61,10250.76,15.22,2.62,1.32,9.27,25.15,12.17,7.89,17.70
JAGTX,586,1012,S&P500,9.63,-8.37,8.25,7.17,14.53,-8.13,2.26,4.08,1044005876.00,1489200309.00,79.00,31.00,,,31.00,1.03,18104.46,25.86,4.53,2.57,17.32,10.29,15.34,11.38,19.03
JAMEX,1108,1875,S&P500,8.92,-6.75,1.11,2.94,14.53,-8.13,2.26,4.08,42127503.00,37486964.00,61.00,34.00,52.00,60.00,48.67,1.07,40256.87,17.18,2.89,1.68,12.30,25.59,12.78,10.05,20.47
JANBX,791,1299,S&P500,11.03,1.47,6.87,6.94,14.53,-8.13,2.26,4.08,2568931163.00,12924118190.00,160.00,47.00,45.00,,46.00,0.88,47902.90,19.09,3.06,1.89,13.41,20.55,12.71,9.55,18.60
JENHX,0,0,S&P500,N/A,N/A,N/A,,14.53,-8.13,2.26,4.08,1003409.00,119411044.00,,,,,,,,,,,,,,,
JENSX,421,1668,S&P500,12.52,-4.56,4.46,4.89,14.53,-8.13,2.26,4.08,2601315475.00,5942176223.00,27.00,9.00,5.32,7.22,7.18,0.85,34858.89,21.92,4.95,2.43,15.20,27.47,14.40,11.98,26.87
JEQIX,0,0,S&P500,N/A,N/A,N/A,,14.53,-8.13,2.26,4.08,,165853482.00,,,,,,0.88,,,,,,,,,
JGLTX,605,1013,S&P500,9.59,-8.56,8.13,,14.53,-8.13,2.26,4.08,141153871.00,294556648.00,81.00,42.00,30.00,70.00,47.33,0.73,18146.94,26.05,4.50,2.60,17.40,10.64,15.33,11.36,18.88
JGRWX,777,1513,S&P500,10.33,-7.04,1.54,2.47,14.53,-8.13,2.26,4.08,52782986.00,46830979.00,51.00,30.00,60.39,49.00,46.46,0.72,60152.78,17.76,3.33,1.80,12.91,23.80,12.76,11.65,22.61
JHBCX,2043,1776,S&P500,8.76,-10.54,3.26,4.98,14.53,-8.13,2.26,4.08,1076021869.00,2531235567.00,132.00,60.39,,,60.39,0.95,45257.52,21.61,3.83,2.27,15.63,22.80,14.96,11.96,20.44
JIISX,1184,1038,S&P500,15.33,-11.20,0.78,3.12,14.53,-8.13,2.26,4.08,20321129.00,17853062.00,142.00,177.00,,,177.00,1.00,9743.70,17.28,2.51,1.17,9.22,35.55,12.15,8.88,18.61
JILAX,0,0,S&P500,16.25,-9.30,3.20,3.49,14.53,-8.13,2.26,4.08,2023333250.00,4173044467.00,30.00,,,,,1.00,11618.01,17.60,2.82,1.21,10.52,21.78,10.93,8.23,17.17
JILBX,0,0,S&P500,12.92,-5.78,4.69,4.97,14.53,-8.13,2.26,4.08,5698622798.00,13116466705.00,31.00,,,,,,18958.53,18.32,2.87,1.36,10.51,22.66,12.38,8.66,17.63
JILGX,0,0,S&P500,13.97,-7.57,4.05,4.27,14.53,-8.13,2.26,4.08,5974440342.00,12910560227.00,38.00,,,,,,15815.51,17.82,2.87,1.27,10.59,21.31,11.54,8.52,17.67
JIRMX,5338,1578,S&P500,11.77,-8.46,1.69,3.91,14.53,-8.13,2.26,4.08,404852259.00,614332289.00,324.00,81.00,71.00,,76.00,,23455.55,18.32,2.98,1.31,10.74,32.70,12.15,9.78,20.01
JLPSX,0,0,S&P500,20.77,-2.84,7.22,7.01,14.53,-8.13,2.26,4.08,5235193.00,9335304538.00,133.00,,,,,,39513.64,17.43,2.72,1.69,11.87,29.76,13.68,9.86,17.81
JMUEX,1986,1753,S&P500,16.21,-5.12,5.26,5.88,14.53,-8.13,2.26,4.08,1724434749.00,14052673346.00,121.00,83.00,,83.00,83.00,0.64,45743.97,17.16,2.76,1.67,11.12,29.00,13.62,10.16,18.14
JNGIX,796,1270,S&P500,9.53,-11.34,0.77,2.57,14.53,-8.13,2.26,4.08,6241249941.00,4582469853.00,81.00,38.00,41.00,,39.50,0.64,37861.13,19.82,3.63,1.97,12.70,20.63,12.28,9.47,19.49
JPIAX,1627,1574,S&P500,15.40,-9.37,1.74,3.51,14.53,-8.13,2.26,4.08,3024664648.00,4042463465.00,146.00,109.00,,,109.00,1.00,27324.51,15.92,2.78,1.32,9.70,29.69,13.60,10.24,19.99
JPIEX,3266,1803,S&P500,14.43,-8.12,3.12,4.72,14.53,-8.13,2.26,4.08,526271375.00,7350138939.00,218.00,44.00,49.00,74.00,55.67,1.00,46211.08,16.44,2.70,1.60,10.70,30.88,13.64,10.15,18.32
KDHAX,876,1378,S&P500,18.66,-13.10,-2.05,-0.22,14.53,-8.13,2.26,4.08,6460851081.00,1096788807.00,62.00,49.00,10.00,,29.50,0.45,38196.22,13.59,2.39,1.16,9.00,31.40,15.34,10.91,17.60
KPAAX,1070,1476,S&P500,10.27,-10.28,0.85,2.12,14.53,-8.13,2.26,4.08,902017804.00,252550900.00,472.00,67.00,128.00,2.00,65.67,1.14,27332.22,18.69,2.64,1.47,12.13,30.16,12.07,9.02,16.17
KTCAX,685,1726,S&P500,-0.08,-14.53,2.85,3.31,14.53,-8.13,2.26,4.08,1185586457.00,698927455.00,70.00,114.00,97.00,,105.50,1.67,29003.56,25.96,3.99,3.22,16.29,11.53,16.49,10.92,17.92
LAMYX,463,839,S&P500,14.09,-4.43,4.31,4.94,14.53,-8.13,2.26,4.08,1099382424.00,2338679150.00,137.00,32.00,,,32.00,1.15,7645.08,15.99,2.08,0.87,8.90,42.68,5.12,4.87,12.76
LCEAX,1410,1701,S&P500,15.55,-4.87,4.00,5.15,14.53,-8.13,2.26,4.08,1924182882.00,22794334490.00,90.00,22.00,,,22.00,1.09,37786.16,17.56,2.88,1.64,11.86,30.44,13.63,9.74,19.27
LCORX,602,353,S&P500,13.69,-0.25,5.45,4.25,14.53,-8.13,2.26,4.08,1357242330.00,817846093.00,142.00,164.00,132.96,90.00,128.99,1.00,11205.51,18.26,3.06,1.28,10.69,23.28,13.70,9.41,17.69
LEVIX,1187,2144,S&P500,22.61,-6.65,2.45,3.79,14.53,-8.13,2.26,4.08,100187.00,1605174128.00,76.00,,,,,1.21,51611.55,14.47,2.28,1.42,8.61,29.20,12.02,9.79,16.64
LEXCX,293,1432,S&P500,18.82,-1.81,5.05,7.16,14.53,-8.13,2.26,4.08,365200487.00,1000769091.00,23.00,,,0.00,0.00,0.50,55544.83,14.68,2.52,1.17,9.05,38.14,8.26,8.15,19.23
LKBAX,928,1483,S&P500,10.08,-1.16,5.42,6.03,14.53,-8.13,2.26,4.08,9212490.00,72145770.00,91.00,24.00,19.00,17.00,20.00,0.58,30664.82,18.54,3.11,1.84,11.78,28.58,12.07,9.55,20.81
LKBLX,0,0,S&P500,11.53,-0.97,5.62,,14.53,-8.13,2.26,4.08,,25898975.00,,19.00,,,19.00,0.80,,,,,,,,,
LKEQX,1246,1587,S&P500,11.91,-4.96,4.95,6.17,14.53,-8.13,2.26,4.08,46565143.00,312689348.00,,21.00,28.00,44.00,31.00,0.80,,,,,,,,,
LLPFX,210,895,S&P500,20.30,-15.23,1.67,2.99,14.53,-8.13,2.26,4.08,8779205099.00,3396763877.00,29.00,28.00,13.38,20.00,20.46,0.80,19940.72,17.59,2.24,0.75,8.38,34.65,7.37,6.05,20.57
LMOPX,207,563,S&P500,10.25,-27.09,-4.15,-4.30,14.53,-8.13,2.26,4.08,5033489216.00,1336310910.00,52.00,13.38,,44.00,28.69,0.90,6464.27,9.91,2.30,0.98,8.71,48.11,8.97,7.24,15.91
LMVTX,595,1475,S&P500,5.28,-23.17,-7.70,-4.25,14.53,-8.13,2.26,4.08,19628774234.00,2364979773.00,44.00,9.00,,25.00,17.00,1.87,29615.99,19.09,2.36,1.20,11.30,38.27,10.22,8.02,12.31
LOMAX,640,1796,S&P500,20.67,-6.95,1.91,3.59,14.53,-8.13,2.26,4.08,14544671.00,82904071.00,37.00,48.00,10.72,,29.36,1.70,61285.23,15.01,2.42,1.03,9.23,31.09,11.84,10.16,17.38
LOMMX,182,1147,S&P500,6.94,2.19,7.39,4.80,14.53,-8.13,2.26,4.08,514967302.00,385608867.00,25.00,336.00,314.00,191.00,280.33,1.23,16779.40,19.53,3.80,2.10,12.12,26.62,16.30,10.08,24.66
LSLTX,583,612,S&P500,15.51,-2.59,1.90,2.01,14.53,-8.13,2.26,4.08,75479839.00,13798934.00,92.00,314.00,165.86,185.00,221.62,1.02,11629.61,20.16,3.18,1.24,11.08,27.56,12.87,9.06,16.72
LZUSX,850,1320,S&P500,15.47,-8.63,1.84,3.52,14.53,-8.13,2.26,4.08,15307190.00,85672083.00,66.00,53.00,,,53.00,1.72,20732.64,15.48,2.39,1.38,9.54,33.33,11.30,8.41,14.77
MAEQX,7663,1841,S&P500,14.35,-8.14,2.17,3.67,14.53,-8.13,2.26,4.08,58808449.00,38200000.00,,2.18,2.18,,2.18,0.13,,,,,,,,,
MALLX,7663,1501,S&P500,14.24,-7.86,2.66,3.37,14.53,-8.13,2.26,4.08,51194535.00,11730000.00,,47.00,50.30,,48.65,0.13,,,,,,,,,
MATRX,70,342,S&P500,3.18,2.33,0.47,-1.25,14.53,-8.13,2.26,4.08,37631347.00,10256454.00,17.00,50.30,176.00,776.00,334.10,0.50,4973.13,19.77,2.38,1.53,10.81,35.49,11.83,6.10,13.43
MAVFX,564,1695,S&P500,15.75,-10.47,1.88,0.67,14.53,-8.13,2.26,4.08,193944689.00,58094487.00,34.00,176.00,17.00,30.00,74.33,1.77,37069.34,18.72,2.30,1.95,13.40,20.27,12.79,8.84,12.81
